lesson_id,grade,level,title,total_components,external_count,internal_count,relationships,shared_targets,has_shared_targets,feedback_loops,has_feedback_loops,needs_conditions,total_conditions,condition_1_connection,condition_1_type,condition_1_text,condition_1_justification,condition_2_connection,condition_2_type,condition_2_text,condition_2_justification,condition_3_connection,condition_3_type,condition_3_text,condition_3_justification,sub_if_thens,all_conditions_json
G09L1-L05,9th Grade — Level 1: Foundations,1,The Ocean Is Turning to Acid,4,1,3,CO2 Emissions (+)→ Ocean CO2 Absorption; Ocean CO2 Absorption (-)→ Ocean pH; Ocean pH (+)→ Coral Health,,No,None,No,No,0,,,,,,,,,,,,,None,[]
G09L1-L06,9th Grade — Level 1: Foundations,1,Why Some People Can't Drink Milk,4,1,3,Lactase Gene Activity (+)→ Lactase Enzyme Production; Lactase Enzyme Production (+)→ Lactose Breakdown; Lactose Breakdown (-)→ Gut Bacteria Response,,No,None,No,No,0,,,,,,,,,,,,,None,[]
G09L1-L07,9th Grade — Level 1: Foundations,1,How Social Media Hacks Your Brain,5,1,4,Notification Frequency (+)→ Dopamine Release; Dopamine Release (+)→ Screen Time; Screen Time (+)→ Social Comparison; Social Comparison (-)→ Self-Esteem Level,,No,None,No,No,0,,,,,,,,,,,,,None,[]
G09L1-L08,9th Grade — Level 1: Foundations,1,Fast Fashion Is Killing the Planet,5,1,4,Consumer Demand (+)→ Production Rate; Production Rate (+)→ Textile Waste; Production Rate (+)→ Water Consumption; Production Rate (+)→ Carbon Emissions,,No,None,No,No,0,,,,,,,,,,,,,None,[]
G09L1-L09,9th Grade — Level 1: Foundations,1,Why Earthquakes Hit Some Cities Harder,5,1,4,Tectonic Stress (+)→ Fault Slip; Fault Slip (+)→ Seismic Wave Energy; Seismic Wave Energy (+)→ Ground Amplification; Ground Amplification (+)→ Building Vulnerability,,No,None,No,No,0,,,,,,,,,,,,,None,[]
G09L1-L10,9th Grade — Level 1: Foundations,1,The Wildfire Feedback Loop,5,1,4,Wind Speed (+)→ Fire Intensity; Fuel Load (+)→ Fire Intensity; Fire Intensity (-)→ Soil Moisture; Soil Moisture (+)→ Vegetation Recovery,"Fire Intensity ← [Wind Speed, Fuel Load]",Yes,None,No,Yes,1,Wind Speed → Fire Intensity,AMP,IF Fuel Load is ON,"Wind Speed amplifies the effect on Fire Intensity, but only when Fuel Load is active. Without Fuel Load, Wind Speed alone cannot cause changes in Fire Intensity.",,,,,,,,,None,"[{'connection': 'Wind Speed → Fire Intensity', 'type': 'AMP', 'condition_text': 'IF Fuel Load is ON', 'scientific_justification': 'Wind Speed amplifies the effect on Fire Intensity, but only when Fuel Load is active. Without Fuel Load, Wind Speed alone cannot cause changes in Fire Intensity.', 'sign': '+'}]"
G09L2-L01,9th Grade — Level 2: Advanced,2,The Antibiotic Resistance Arms Race,6,2,4,Antibiotic Dosage (-)→ Bacterial Population; Treatment Duration (-)→ Resistant Bacteria Percentage; Bacterial Population (+)→ Resistant Bacteria Percentage; Resistant Bacteria Percentage (+)→ Bacterial Population; Mutation Rate (+)→ Resistant Bacteria Percentage; Immune Response (-)→ Bacterial Population,"Bacterial Population ← [Antibiotic Dosage, Resistant Bacteria Percentage, Immune Response]; Resistant Bacteria Percentage ← [Treatment Duration, Bacterial Population, Mutation Rate]",Yes,Reinforcing (+): Bacterial Population → Resistant Bacteria Percentage → Bacterial Population,Yes,Yes,10,Antibiotic Dosage → Bacterial Population,AMP,IF Resistant Bacteria Percentage is ON,"Antibiotic Dosage amplifies the effect on Bacterial Population, but only when Resistant Bacteria Percentage is active. Without Resistant Bacteria Percentage, Antibiotic Dosage alone cannot cause changes in Bacterial Population.",Antibiotic Dosage → Bacterial Population,AMP,IF Immune Response is ON,"Antibiotic Dosage amplifies the effect on Bacterial Population, but only when Immune Response is active. Without Immune Response, Antibiotic Dosage alone cannot cause changes in Bacterial Population.",Resistant Bacteria Percentage → Bacterial Population,MUT,IF Immune Response is ON,"Resistant Bacteria Percentage and Immune Response both affect Bacterial Population, but Resistant Bacteria Percentage's effect depends on Immune Response being active in the system.","Antibiotic Dosage → Bacterial Population: IF Resistant Bacteria Percentage is ON, BUT Resistant Bacteria Percentage depends on: Treatment Duration (-)→ Resistant Bacteria Percentage; Bacterial Population (+)→ Resistant Bacteria Percentage; Mutation Rate (+)→ Resistant Bacteria Percentage; Immune Response → Bacterial Population: IF Resistant Bacteria Percentage is ON, BUT Resistant Bacteria Percentage depends on: Treatment Duration (-)→ Resistant Bacteria Percentage; Bacterial Population (+)→ Resistant Bacteria Percentage; Mutation Rate (+)→ Resistant Bacteria Percentage; Treatment Duration → Resistant Bacteria Percentage: IF Bacterial Population is ON, BUT Bacterial Population depends on: Antibiotic Dosage (-)→ Bacterial Population; Resistant Bacteria Percentage (+)→ Bacterial Population; Immune Response (-)→ Bacterial Population; Mutation Rate → Resistant Bacteria Percentage: IF Bacterial Population is ON, BUT Bacterial Population depends on: Antibiotic Dosage (-)→ Bacterial Population; Resistant Bacteria Percentage (+)→ Bacterial Population; Immune Response (-)→ Bacterial Population","[{'connection': 'Antibiotic Dosage → Bacterial Population', 'type': 'AMP', 'condition_text': 'IF Resistant Bacteria Percentage is ON', 'scientific_justification': 'Antibiotic Dosage amplifies the effect on Bacterial Population, but only when Resistant Bacteria Percentage is active. Without Resistant Bacteria Percentage, Antibiotic Dosage alone cannot cause changes in Bacterial Population.', 'sign': '-'}, {'connection': 'Antibiotic Dosage → Bacterial Population', 'type': 'AMP', 'condition_text': 'IF Immune Response is ON', 'scientific_justification': 'Antibiotic Dosage amplifies the effect on Bacterial Population, but only when Immune Response is active. Without Immune Response, Antibiotic Dosage alone cannot cause changes in Bacterial Population.', 'sign': '-'}, {'connection': 'Resistant Bacteria Percentage → Bacterial Population', 'type': 'MUT', 'condition_text': 'IF Immune Response is ON', 'scientific_justification': ""Resistant Bacteria Percentage and Immune Response both affect Bacterial Population, but Resistant Bacteria Percentage's effect depends on Immune Response being active in the system."", 'sign': '+'}, {'connection': 'Immune Response → Bacterial Population', 'type': 'MUT', 'condition_text': 'IF Resistant Bacteria Percentage is ON', 'scientific_justification': ""Immune Response and Resistant Bacteria Percentage both affect Bacterial Population, but Immune Response's effect depends on Resistant Bacteria Percentage being active in the system."", 'sign': '-'}, {'connection': 'Treatment Duration → Resistant Bacteria Percentage', 'type': 'AMP', 'condition_text': 'IF Bacterial Population is ON', 'scientific_justification': 'Treatment Duration amplifies the effect on Resistant Bacteria Percentage, but only when Bacterial Population is active. Without Bacterial Population, Treatment Duration alone cannot cause changes in Resistant Bacteria Percentage.', 'sign': '-'}, {'connection': 'Treatment Duration → Resistant Bacteria Percentage', 'type': 'AMP', 'condition_text': 'IF Mutation Rate is ON', 'scientific_justification': 'Treatment Duration amplifies the effect on Resistant Bacteria Percentage, but only when Mutation Rate is active. Without Mutation Rate, Treatment Duration alone cannot cause changes in Resistant Bacteria Percentage.', 'sign': '-'}, {'connection': 'Bacterial Population → Resistant Bacteria Percentage', 'type': 'MUT', 'condition_text': 'IF Mutation Rate is ON', 'scientific_justification': ""Bacterial Population and Mutation Rate both affect Resistant Bacteria Percentage, but Bacterial Population's effect depends on Mutation Rate being active in the system."", 'sign': '+'}, {'connection': 'Mutation Rate → Resistant Bacteria Percentage', 'type': 'MUT', 'condition_text': 'IF Bacterial Population is ON', 'scientific_justification': ""Mutation Rate and Bacterial Population both affect Resistant Bacteria Percentage, but Mutation Rate's effect depends on Bacterial Population being active in the system."", 'sign': '+'}, {'connection': 'Bacterial Population → Resistant Bacteria Percentage (feedback loop)', 'type': 'FBG', 'condition_text': 'IF Treatment Duration meets threshold', 'scientific_justification': 'The reinforcing loop Bacterial Population → Resistant Bacteria Percentage → Bacterial Population is gated by Treatment Duration. The loop only activates when Treatment Duration creates enabling conditions.', 'sign': 'loop'}, {'connection': 'Resistant Bacteria Percentage → Bacterial Population (feedback loop)', 'type': 'FBG', 'condition_text': 'IF Antibiotic Dosage meets threshold', 'scientific_justification': 'The reinforcing loop Bacterial Population → Resistant Bacteria Percentage → Bacterial Population is gated by Antibiotic Dosage. The loop only activates when Antibiotic Dosage creates enabling conditions.', 'sign': 'loop'}]"
G09L2-L02,9th Grade — Level 2: Advanced,2,Climate Tipping Points: The Point of No Return,7,1,6,CO2 Emissions (+)→ Global Temperature; Global Temperature (-)→ Ice Cover; Ice Cover (+)→ Albedo Effect; Albedo Effect (-)→ Global Temperature; Global Temperature (+)→ Permafrost Methane Release; Permafrost Methane Release (+)→ Global Temperature; Global Temperature (+)→ Sea Level; Ocean Heat Absorption (-)→ Global Temperature,"Global Temperature ← [CO2 Emissions, Albedo Effect, Permafrost Methane Release, Ocean Heat Absorption]",Yes,Reinforcing (+): Albedo Effect → Global Temperature → Ice Cover → Albedo Effect; Reinforcing (+): Global Temperature → Permafrost Methane Release → Global Temperature,Yes,Yes,11,CO2 Emissions → Global Temperature,AMP,IF Albedo Effect is ON,"CO2 Emissions amplifies the effect on Global Temperature, but only when Albedo Effect is active. Without Albedo Effect, CO2 Emissions alone cannot cause changes in Global Temperature.",CO2 Emissions → Global Temperature,AMP,IF Permafrost Methane Release is ON,"CO2 Emissions amplifies the effect on Global Temperature, but only when Permafrost Methane Release is active. Without Permafrost Methane Release, CO2 Emissions alone cannot cause changes in Global Temperature.",CO2 Emissions → Global Temperature,AMP,IF Ocean Heat Absorption is ON,"CO2 Emissions amplifies the effect on Global Temperature, but only when Ocean Heat Absorption is active. Without Ocean Heat Absorption, CO2 Emissions alone cannot cause changes in Global Temperature.","CO2 Emissions → Global Temperature: IF Permafrost Methane Release is ON, BUT Permafrost Methane Release depends on: Global Temperature (+)→ Permafrost Methane Release; Albedo Effect → Global Temperature: IF Permafrost Methane Release is ON, BUT Permafrost Methane Release depends on: Global Temperature (+)→ Permafrost Methane Release; Ocean Heat Absorption → Global Temperature: IF Permafrost Methane Release is ON, BUT Permafrost Methane Release depends on: Global Temperature (+)→ Permafrost Methane Release; CO2 Emissions → Global Temperature: IF Albedo Effect is ON, BUT Albedo Effect depends on: Ice Cover (+)→ Albedo Effect; Permafrost Methane Release → Global Temperature: IF Albedo Effect is ON, BUT Albedo Effect depends on: Ice Cover (+)→ Albedo Effect; Ocean Heat Absorption → Global Temperature: IF Albedo Effect is ON, BUT Albedo Effect depends on: Ice Cover (+)→ Albedo Effect","[{'connection': 'CO2 Emissions → Global Temperature', 'type': 'AMP', 'condition_text': 'IF Albedo Effect is ON', 'scientific_justification': 'CO2 Emissions amplifies the effect on Global Temperature, but only when Albedo Effect is active. Without Albedo Effect, CO2 Emissions alone cannot cause changes in Global Temperature.', 'sign': '+'}, {'connection': 'CO2 Emissions → Global Temperature', 'type': 'AMP', 'condition_text': 'IF Permafrost Methane Release is ON', 'scientific_justification': 'CO2 Emissions amplifies the effect on Global Temperature, but only when Permafrost Methane Release is active. Without Permafrost Methane Release, CO2 Emissions alone cannot cause changes in Global Temperature.', 'sign': '+'}, {'connection': 'CO2 Emissions → Global Temperature', 'type': 'AMP', 'condition_text': 'IF Ocean Heat Absorption is ON', 'scientific_justification': 'CO2 Emissions amplifies the effect on Global Temperature, but only when Ocean Heat Absorption is active. Without Ocean Heat Absorption, CO2 Emissions alone cannot cause changes in Global Temperature.', 'sign': '+'}, {'connection': 'Albedo Effect → Global Temperature', 'type': 'MUT', 'condition_text': 'IF Permafrost Methane Release is ON', 'scientific_justification': ""Albedo Effect and Permafrost Methane Release both affect Global Temperature, but Albedo Effect's effect depends on Permafrost Methane Release being active in the system."", 'sign': '-'}, {'connection': 'Albedo Effect → Global Temperature', 'type': 'MUT', 'condition_text': 'IF Ocean Heat Absorption is ON', 'scientific_justification': ""Albedo Effect and Ocean Heat Absorption both affect Global Temperature, but Albedo Effect's effect depends on Ocean Heat Absorption being active in the system."", 'sign': '-'}, {'connection': 'Permafrost Methane Release → Global Temperature', 'type': 'MUT', 'condition_text': 'IF Albedo Effect is ON', 'scientific_justification': ""Permafrost Methane Release and Albedo Effect both affect Global Temperature, but Permafrost Methane Release's effect depends on Albedo Effect being active in the system."", 'sign': '+'}, {'connection': 'Permafrost Methane Release → Global Temperature', 'type': 'MUT', 'condition_text': 'IF Ocean Heat Absorption is ON', 'scientific_justification': ""Permafrost Methane Release and Ocean Heat Absorption both affect Global Temperature, but Permafrost Methane Release's effect depends on Ocean Heat Absorption being active in the system."", 'sign': '+'}, {'connection': 'Ocean Heat Absorption → Global Temperature', 'type': 'MUT', 'condition_text': 'IF Albedo Effect is ON', 'scientific_justification': ""Ocean Heat Absorption and Albedo Effect both affect Global Temperature, but Ocean Heat Absorption's effect depends on Albedo Effect being active in the system."", 'sign': '-'}, {'connection': 'Ocean Heat Absorption → Global Temperature', 'type': 'MUT', 'condition_text': 'IF Permafrost Methane Release is ON', 'scientific_justification': ""Ocean Heat Absorption and Permafrost Methane Release both affect Global Temperature, but Ocean Heat Absorption's effect depends on Permafrost Methane Release being active in the system."", 'sign': '-'}, {'connection': 'Albedo Effect → Global Temperature (feedback loop)', 'type': 'FBG', 'condition_text': 'IF CO2 Emissions meets threshold', 'scientific_justification': 'The reinforcing loop Albedo Effect → Global Temperature → Ice Cover → Albedo Effect is gated by CO2 Emissions. The loop only activates when CO2 Emissions creates enabling conditions.', 'sign': 'loop'}, {'connection': 'Permafrost Methane Release → Global Temperature (feedback loop)', 'type': 'FBG', 'condition_text': 'IF CO2 Emissions meets threshold', 'scientific_justification': 'The reinforcing loop Global Temperature → Permafrost Methane Release → Global Temperature is gated by CO2 Emissions. The loop only activates when CO2 Emissions creates enabling conditions.', 'sign': 'loop'}]"
G09L2-L03,9th Grade — Level 2: Advanced,2,Why Pandemics Go Exponential,7,3,4,Contact Rate (+)→ Infected Population; Susceptible Population (+)→ Infected Population; Infected Population (-)→ Susceptible Population; Infected Population (+)→ Recovered Population; Vaccination Rate (-)→ Susceptible Population; Quarantine Effectiveness (-)→ Contact Rate; Transmission Rate (+)→ Infected Population,"Infected Population ← [Contact Rate, Susceptible Population, Transmission Rate]; Susceptible Population ← [Infected Population, Vaccination Rate]",Yes,Balancing (-): Infected Population → Susceptible Population → Infected Population,Yes,Yes,5,Contact Rate → Infected Population,AMP,IF Susceptible Population is ON,"Contact Rate amplifies the effect on Infected Population, but only when Susceptible Population is active. Without Susceptible Population, Contact Rate alone cannot cause changes in Infected Population.",Contact Rate → Infected Population,AMP,IF Transmission Rate is ON,"Contact Rate amplifies the effect on Infected Population, but only when Transmission Rate is active. Without Transmission Rate, Contact Rate alone cannot cause changes in Infected Population.",Susceptible Population → Infected Population,MUT,IF Transmission Rate is ON,"Susceptible Population and Transmission Rate both affect Infected Population, but Susceptible Population's effect depends on Transmission Rate being active in the system.","Vaccination Rate → Susceptible Population: IF Infected Population is ON, BUT Infected Population depends on: Contact Rate (+)→ Infected Population; Susceptible Population (+)→ Infected Population; Transmission Rate (+)→ Infected Population; Contact Rate → Infected Population: IF Susceptible Population is ON, BUT Susceptible Population depends on: Infected Population (-)→ Susceptible Population; Vaccination Rate (-)→ Susceptible Population; Transmission Rate → Infected Population: IF Susceptible Population is ON, BUT Susceptible Population depends on: Infected Population (-)→ Susceptible Population; Vaccination Rate (-)→ Susceptible Population","[{'connection': 'Contact Rate → Infected Population', 'type': 'AMP', 'condition_text': 'IF Susceptible Population is ON', 'scientific_justification': 'Contact Rate amplifies the effect on Infected Population, but only when Susceptible Population is active. Without Susceptible Population, Contact Rate alone cannot cause changes in Infected Population.', 'sign': '+'}, {'connection': 'Contact Rate → Infected Population', 'type': 'AMP', 'condition_text': 'IF Transmission Rate is ON', 'scientific_justification': 'Contact Rate amplifies the effect on Infected Population, but only when Transmission Rate is active. Without Transmission Rate, Contact Rate alone cannot cause changes in Infected Population.', 'sign': '+'}, {'connection': 'Susceptible Population → Infected Population', 'type': 'MUT', 'condition_text': 'IF Transmission Rate is ON', 'scientific_justification': ""Susceptible Population and Transmission Rate both affect Infected Population, but Susceptible Population's effect depends on Transmission Rate being active in the system."", 'sign': '+'}, {'connection': 'Transmission Rate → Infected Population', 'type': 'MUT', 'condition_text': 'IF Susceptible Population is ON', 'scientific_justification': ""Transmission Rate and Susceptible Population both affect Infected Population, but Transmission Rate's effect depends on Susceptible Population being active in the system."", 'sign': '+'}, {'connection': 'Vaccination Rate → Susceptible Population', 'type': 'AMP', 'condition_text': 'IF Infected Population is ON', 'scientific_justification': 'Vaccination Rate amplifies the effect on Susceptible Population, but only when Infected Population is active. Without Infected Population, Vaccination Rate alone cannot cause changes in Susceptible Population.', 'sign': '-'}]"
G09L2-L04,9th Grade — Level 2: Advanced,2,The Opioid Epidemic: When Medicine Becomes the Disease,7,2,5,Prescription Rate (+)→ Tolerance; Tolerance (+)→ Addiction Level; Addiction (-)→ Dopamine Sensitivity; Dopamine Sensitivity (-)→ Tolerance; Addiction (-)→ Pain Threshold; Pain Threshold (-)→ Prescription Rate; Social Exposure (+)→ Addiction; Addiction (+)→ Withdrawal Severity,"Tolerance ← [Prescription Rate, Dopamine Sensitivity]",Yes,None,No,Yes,1,Prescription Rate → Tolerance,AMP,IF Dopamine Sensitivity is ON,"Prescription Rate amplifies the effect on Tolerance, but only when Dopamine Sensitivity is active. Without Dopamine Sensitivity, Prescription Rate alone cannot cause changes in Tolerance.",,,,,,,,,"Prescription Rate → Tolerance: IF Dopamine Sensitivity is ON, BUT Dopamine Sensitivity depends on: Addiction (-)→ Dopamine Sensitivity","[{'connection': 'Prescription Rate → Tolerance', 'type': 'AMP', 'condition_text': 'IF Dopamine Sensitivity is ON', 'scientific_justification': 'Prescription Rate amplifies the effect on Tolerance, but only when Dopamine Sensitivity is active. Without Dopamine Sensitivity, Prescription Rate alone cannot cause changes in Tolerance.', 'sign': '+'}]"
G09L2-L05,9th Grade — Level 2: Advanced,2,Coral Reef Collapse: Death of an Underwater City,7,2,5,Ocean Temperature (+)→ Bleaching Rate; Bleaching Rate (-)→ Zooxanthellae; Zooxanthellae (+)→ Structural Integrity; Structural Integrity (+)→ Fish Population; Fish Population (-)→ Algae Overgrowth; Algae Overgrowth (+)→ Bleaching Rate; Water Acidity (-)→ Structural Integrity; Water Acidity (+)→ Bleaching Rate,"Bleaching Rate ← [Ocean Temperature, Algae Overgrowth, Water Acidity]; Structural Integrity ← [Zooxanthellae, Water Acidity]",Yes,Reinforcing (+): Algae Overgrowth → Bleaching Rate → Zooxanthellae → Structural Integrity → Fish Population → Algae Overgrowth,Yes,Yes,8,Ocean Temperature → Bleaching Rate,2EX,IF Water Acidity is ON,"Ocean Temperature only affects Bleaching Rate when Water Acidity creates the right conditions. Without Water Acidity, Ocean Temperature alone cannot drive Bleaching Rate.",Water Acidity → Bleaching Rate,2EX,IF Ocean Temperature is ON,"Water Acidity only affects Bleaching Rate when Ocean Temperature creates the right conditions. Without Ocean Temperature, Water Acidity alone cannot drive Bleaching Rate.",Ocean Temperature → Bleaching Rate,AMP,IF Algae Overgrowth is ON,"Ocean Temperature amplifies the effect on Bleaching Rate, but only when Algae Overgrowth is active. Without Algae Overgrowth, Ocean Temperature alone cannot cause changes in Bleaching Rate.","Ocean Temperature → Bleaching Rate: IF Algae Overgrowth is ON, BUT Algae Overgrowth depends on: Fish Population (-)→ Algae Overgrowth; Water Acidity → Bleaching Rate: IF Algae Overgrowth is ON, BUT Algae Overgrowth depends on: Fish Population (-)→ Algae Overgrowth; Water Acidity → Structural Integrity: IF Zooxanthellae is ON, BUT Zooxanthellae depends on: Bleaching Rate (-)→ Zooxanthellae","[{'connection': 'Ocean Temperature → Bleaching Rate', 'type': '2EX', 'condition_text': 'IF Water Acidity is ON', 'scientific_justification': 'Ocean Temperature only affects Bleaching Rate when Water Acidity creates the right conditions. Without Water Acidity, Ocean Temperature alone cannot drive Bleaching Rate.', 'sign': '+'}, {'connection': 'Water Acidity → Bleaching Rate', 'type': '2EX', 'condition_text': 'IF Ocean Temperature is ON', 'scientific_justification': 'Water Acidity only affects Bleaching Rate when Ocean Temperature creates the right conditions. Without Ocean Temperature, Water Acidity alone cannot drive Bleaching Rate.', 'sign': '+'}, {'connection': 'Ocean Temperature → Bleaching Rate', 'type': 'AMP', 'condition_text': 'IF Algae Overgrowth is ON', 'scientific_justification': 'Ocean Temperature amplifies the effect on Bleaching Rate, but only when Algae Overgrowth is active. Without Algae Overgrowth, Ocean Temperature alone cannot cause changes in Bleaching Rate.', 'sign': '+'}, {'connection': 'Water Acidity → Bleaching Rate', 'type': 'AMP', 'condition_text': 'IF Algae Overgrowth is ON', 'scientific_justification': 'Water Acidity amplifies the effect on Bleaching Rate, but only when Algae Overgrowth is active. Without Algae Overgrowth, Water Acidity alone cannot cause changes in Bleaching Rate.', 'sign': '+'}, {'connection': 'Water Acidity → Structural Integrity', 'type': 'AMP', 'condition_text': 'IF Zooxanthellae is ON', 'scientific_justification': 'Water Acidity amplifies the effect on Structural Integrity, but only when Zooxanthellae is active. Without Zooxanthellae, Water Acidity alone cannot cause changes in Structural Integrity.', 'sign': '-'}, {'connection': 'Algae Overgrowth → Bleaching Rate (feedback loop)', 'type': 'FBG', 'condition_text': 'IF Ocean Temperature meets threshold', 'scientific_justification': 'The reinforcing loop Algae Overgrowth → Bleaching Rate → Zooxanthellae → Structural Integrity → Fish Population → Algae Overgrowth is gated by Ocean Temperature. The loop only activates when Ocean Temperature creates enabling conditions.', 'sign': 'loop'}, {'connection': 'Algae Overgrowth → Bleaching Rate (feedback loop)', 'type': 'FBG', 'condition_text': 'IF Water Acidity meets threshold', 'scientific_justification': 'The reinforcing loop Algae Overgrowth → Bleaching Rate → Zooxanthellae → Structural Integrity → Fish Population → Algae Overgrowth is gated by Water Acidity. The loop only activates when Water Acidity creates enabling conditions.', 'sign': 'loop'}, {'connection': 'Zooxanthellae → Structural Integrity (feedback loop)', 'type': 'FBG', 'condition_text': 'IF Water Acidity meets threshold', 'scientific_justification': 'The reinforcing loop Algae Overgrowth → Bleaching Rate → Zooxanthellae → Structural Integrity → Fish Population → Algae Overgrowth is gated by Water Acidity. The loop only activates when Water Acidity creates enabling conditions.', 'sign': 'loop'}]"
G09L2-L06,9th Grade — Level 2: Advanced,2,"The Water-Energy-Food Nexus: Three Crises, One System",6,3,3,Population Demand (-)→ Water Availability; Water Availability (+)→ Energy Production; Water Availability (+)→ Agricultural Output; Energy Production (-)→ Water Availability; Agricultural Output (-)→ Water Availability; Wastewater Recycling (+)→ Water Availability; Population Demand (+)→ Energy Production,"Water Availability ← [Population Demand, Energy Production, Agricultural Output, Wastewater Recycling]; Energy Production ← [Water Availability, Population Demand]",Yes,Balancing (-): Energy Production → Water Availability → Energy Production; Balancing (-): Agricultural Output → Water Availability → Agricultural Output,Yes,Yes,10,Population Demand → Water Availability,2EX,IF Wastewater Recycling is ON,"Population Demand only affects Water Availability when Wastewater Recycling creates the right conditions. Without Wastewater Recycling, Population Demand alone cannot drive Water Availability.",Wastewater Recycling → Water Availability,2EX,IF Population Demand is OFF,"Wastewater Recycling only affects Water Availability when Population Demand creates the right conditions. Without Population Demand, Wastewater Recycling alone cannot drive Water Availability.",Population Demand → Water Availability,AMP,IF Energy Production is ON,"Population Demand amplifies the effect on Water Availability, but only when Energy Production is active. Without Energy Production, Population Demand alone cannot cause changes in Water Availability.","Population Demand → Water Availability: IF Energy Production is ON, BUT Energy Production depends on: Water Availability (+)→ Energy Production; Population Demand (+)→ Energy Production; Wastewater Recycling → Water Availability: IF Energy Production is ON, BUT Energy Production depends on: Water Availability (+)→ Energy Production; Population Demand (+)→ Energy Production; Agricultural Output → Water Availability: IF Energy Production is ON, BUT Energy Production depends on: Water Availability (+)→ Energy Production; Population Demand (+)→ Energy Production; Population Demand → Water Availability: IF Agricultural Output is ON, BUT Agricultural Output depends on: Water Availability (+)→ Agricultural Output; Wastewater Recycling → Water Availability: IF Agricultural Output is ON, BUT Agricultural Output depends on: Water Availability (+)→ Agricultural Output; Energy Production → Water Availability: IF Agricultural Output is ON, BUT Agricultural Output depends on: Water Availability (+)→ Agricultural Output; Population Demand → Energy Production: IF Water Availability is ON, BUT Water Availability depends on: Population Demand (-)→ Water Availability; Energy Production (-)→ Water Availability; Agricultural Output (-)→ Water Availability; Wastewater Recycling (+)→ Water Availability","[{'connection': 'Population Demand → Water Availability', 'type': '2EX', 'condition_text': 'IF Wastewater Recycling is ON', 'scientific_justification': 'Population Demand only affects Water Availability when Wastewater Recycling creates the right conditions. Without Wastewater Recycling, Population Demand alone cannot drive Water Availability.', 'sign': '-'}, {'connection': 'Wastewater Recycling → Water Availability', 'type': '2EX', 'condition_text': 'IF Population Demand is OFF', 'scientific_justification': 'Wastewater Recycling only affects Water Availability when Population Demand creates the right conditions. Without Population Demand, Wastewater Recycling alone cannot drive Water Availability.', 'sign': '+'}, {'connection': 'Population Demand → Water Availability', 'type': 'AMP', 'condition_text': 'IF Energy Production is ON', 'scientific_justification': 'Population Demand amplifies the effect on Water Availability, but only when Energy Production is active. Without Energy Production, Population Demand alone cannot cause changes in Water Availability.', 'sign': '-'}, {'connection': 'Population Demand → Water Availability', 'type': 'AMP', 'condition_text': 'IF Agricultural Output is ON', 'scientific_justification': 'Population Demand amplifies the effect on Water Availability, but only when Agricultural Output is active. Without Agricultural Output, Population Demand alone cannot cause changes in Water Availability.', 'sign': '-'}, {'connection': 'Wastewater Recycling → Water Availability', 'type': 'AMP', 'condition_text': 'IF Energy Production is ON', 'scientific_justification': 'Wastewater Recycling amplifies the effect on Water Availability, but only when Energy Production is active. Without Energy Production, Wastewater Recycling alone cannot cause changes in Water Availability.', 'sign': '+'}, {'connection': 'Wastewater Recycling → Water Availability', 'type': 'AMP', 'condition_text': 'IF Agricultural Output is ON', 'scientific_justification': 'Wastewater Recycling amplifies the effect on Water Availability, but only when Agricultural Output is active. Without Agricultural Output, Wastewater Recycling alone cannot cause changes in Water Availability.', 'sign': '+'}, {'connection': 'Energy Production → Water Availability', 'type': 'MUT', 'condition_text': 'IF Agricultural Output is ON', 'scientific_justification': ""Energy Production and Agricultural Output both affect Water Availability, but Energy Production's effect depends on Agricultural Output being active in the system."", 'sign': '-'}, {'connection': 'Agricultural Output → Water Availability', 'type': 'MUT', 'condition_text': 'IF Energy Production is ON', 'scientific_justification': ""Agricultural Output and Energy Production both affect Water Availability, but Agricultural Output's effect depends on Energy Production being active in the system."", 'sign': '-'}, {'connection': 'Water Availability → Energy Production', 'type': '2EX', 'condition_text': 'IF Population Demand is ON', 'scientific_justification': 'Water Availability only affects Energy Production when Population Demand creates the right conditions. Without Population Demand, Water Availability alone cannot drive Energy Production.', 'sign': '+'}, {'connection': 'Population Demand → Energy Production', 'type': '2EX', 'condition_text': 'IF Water Availability is ON', 'scientific_justification': 'Population Demand only affects Energy Production when Water Availability creates the right conditions. Without Water Availability, Population Demand alone cannot drive Energy Production.', 'sign': '+'}]"
